Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	BeWo_ctr1	BeWo_ctr2	BeWo_ctr3	BeWo_KD1	BeWo_KD2	BeWo_KD3	gene_biotype	external_gene_name	description
ENSG00000127325.19	5.07015065222081	2.3128169950118957	1.0107154027271237	2.288296971404044	0.02212023277067667	0.04394051099693838	11.175667486471387	10.422946339453258	3.7730742597891056	1.8908761439443347	3.1583396836667714	0	protein_coding	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:HGNC:17105]
ENSG00000163499.12	109.79658827258045	2.311150160567594	0.21135339532647615	10.935003703146458	7.840278059988206e-28	1.7098853611727088e-26	179.82664955503958	179.08516892333324	189.59698155440256	40.653837094803194	32.63617673122331	36.98071577668085	protein_coding	CRYBA2	crystallin beta A2 [Source:HGNC Symbol;Acc:HGNC:2395]
ENSG00000284820.1	5.96238790221104	2.3061440589051907	0.9231947579457215	2.4980038491951433	0.01248948376695453	0.026253784206480297	8.12775817197919	14.213108644708988	7.546148519578211	3.7817522878886694	2.105559789111181	0	protein_coding		novel protein
ENSG00000062096.15	6.993761554398721	2.303124289851815	0.8447019439222938	2.726552609974442	0.0063999749155110005	0.01436940579642204	14.223576800963583	10.422946339453258	10.375954214420041	3.7817522878886694	3.1583396836667714	0	protein_coding	ARSF	arylsulfatase F [Source:HGNC Symbol;Acc:HGNC:721]
ENSG00000123901.9	6.8234170678996255	2.23837627404701	0.8298875014585692	2.697204464596648	0.006992432155905969	0.015546747783062413	10.159697714973987	10.422946339453258	13.20575990926187	2.836314215916502	1.0527798945555904	3.263004333236546	protein_coding	GPR83	G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523]
ENSG00000187848.15	56.171075822752265	2.209796407720758	0.3130639477008802	7.058610306135052	1.6817597074418085e-12	1.2382344588504695e-11	89.40533989177109	102.33438224190472	85.83743941020215	29.308580231137185	9.475019051000315	20.665694110498123	protein_coding	P2RX2	purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459]
ENSG00000145703.17	122.23737644508557	2.1891883261854095	0.19962440710252458	10.966536396829822	5.535233003866525e-28	1.2208962796028324e-26	183.89052864102916	202.77368333118156	215.06523280797902	48.21734167058053	41.058415887668026	42.4190563320751	protein_coding	IQGAP2	IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]
ENSG00000120262.10	15.791331708743726	2.165796365354908	0.5627872224276455	3.8483396193902624	1.1892111302646054e-4	3.6130053670023075e-4	28.447153601927166	32.216379594673704	16.978834169050973	8.508942647749505	3.1583396836667714	5.438340555394244	protein_coding	CCDC170	coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]
ENSG00000272573.6	6.455850581990072	2.133992277554389	0.9001114757058755	2.3708088777347194	0.017749206506133833	0.03607928768520044	19.303425658450575	3.79016230525573	8.489417084525487	2.836314215916502	1.0527798945555904	3.263004333236546	protein_coding	MUSTN1	musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:22144]
ENSG00000184659.6	6.4870384892310105	2.125595259590665	0.8659264349789492	2.4547065128486794	0.014099965086236618	0.02930588379856541	5.0798488574869936	14.213108644708988	12.262491344314594	0.9454380719721673	3.1583396836667714	3.263004333236546	protein_coding	FOXD4L4	forkhead box D4 like 4 [Source:HGNC Symbol;Acc:HGNC:23762]
ENSG00000182308.7	43.6466425863758	2.1089162338999063	0.32823875510471234	6.424945869743916	1.319164506137064e-10	8.070916647476883e-10	79.2456421767971	72.9606243761728	60.36918815662569	15.127009151554677	18.95003810200063	15.227353555103882	protein_coding	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:27723]
ENSG00000161973.11	80.5968470409502	2.104487034147312	0.23971403571375205	8.77915649737059	1.6470521679307722e-18	1.9434214334064613e-17	136.13994938065144	135.49830241289234	120.73837631325138	30.254018303109355	31.583396836667717	29.367038999128916	protein_coding	CCDC42	coiled-coil domain containing 42 [Source:HGNC Symbol;Acc:HGNC:26528]
ENSG00000121068.14	247.2964819549401	2.054672641200844	0.14323810477570634	14.344455648992385	1.1540219850889257e-46	6.222101869604458e-45	395.21224111248813	385.64901455977054	415.98143714174887	112.50713056468791	86.32795135355842	88.10111699738674	protein_coding	TBX2	T-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11597]
ENSG00000277957.1	10.387890089489979	2.050398489907898	0.6692306735825488	3.0638142733829485	0.002185345347493959	0.0053932044748706606	17.27148611545578	19.898352102592582	13.20575990926187	6.618066503805171	3.1583396836667714	2.1753362221576973	protein_coding	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49182]
ENSG00000171757.17	6.097232267340888	2.03358271202122	0.8859633566050179	2.29533501228972	0.02171393257652055	0.043255156516768575	15.23954657246098	9.475405763139326	4.7163428247363814	2.836314215916502	1.0527798945555904	3.263004333236546	protein_coding	LRRC34	leucine rich repeat containing 34 [Source:HGNC Symbol;Acc:HGNC:28408]
ENSG00000274386.6	69.38601934604925	2.020880265680969	0.2604382647691578	7.759536669744737	8.524021771084608e-15	7.633276243448776e-14	109.72473532171907	99.49176051296291	124.51145057304048	22.690513727332014	30.530616942112125	29.367038999128916	protein_coding	TMEM269	transmembrane protein 269 [Source:HGNC Symbol;Acc:HGNC:52381]
ENSG00000115596.4	1154.5354766173505	1.9931624279968176	0.07806513401017116	25.532043892182738	8.691685877680584e-144	7.49802768381245e-141	1731.2124906315676	1985.0975073776888	1821.4515989131908	496.35498778538783	455.8536943425707	437.2425806536972	protein_coding	WNT6	Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785]
ENSG00000084710.14	1808.123995287177	1.9783922461820596	0.1540624207628001	12.841497857729118	9.599891383682115e-38	3.524045234180044e-36	3065.180800607652	2897.579082368006	2691.1452157945796	869.8030262143939	615.8762383150205	709.1596084234093	protein_coding	EFR3B	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]
ENSG00000129988.6	6.931915010378292	1.9776830783963468	0.8346605027387332	2.369446106419396	0.01781475121432089	0.03618883527681513	12.191637257968786	11.37048691576719	9.432685649472763	0	3.1583396836667714	5.438340555394244	protein_coding	LBP	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]
ENSG00000121210.16	33.84917756012957	1.964947781977261	0.396381719182183	4.957210907786949	7.151233468897117e-7	2.94391180554174e-6	35.558942002408955	60.64259688409168	65.08553098136207	8.508942647749505	12.633358734667086	20.665694110498123	protein_coding	TMEM131L	transmembrane 131 like [Source:HGNC Symbol;Acc:HGNC:29146]
ENSG00000146094.16	325.45008741036133	1.9543905428059987	0.13334645706562814	14.656486462509616	1.2244725152784957e-48	7.17494687443188e-47	549.6396463800927	524.9374792779187	479.1804309932164	162.61534837921278	122.1224677684485	114.20515166327911	protein_coding	DOK3	docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]
ENSG00000162383.13	52.218388802650026	1.9206699677830024	0.29647993665446104	6.47824601373107	9.279496924541144e-11	5.807820566073151e-10	86.35743057727889	72.9606243761728	88.66724510504397	22.690513727332014	26.319497363889763	16.31502166618273	protein_coding	SLC1A7	solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945]
ENSG00000156453.14	19.613693095219183	1.9104641358707493	0.48551082830504066	3.9349568011497107	8.321166168183751e-5	2.585772828888479e-4	30.47909314492196	25.58359556047618	36.78747403294378	5.672628431833004	12.633358734667086	6.526008666473092	protein_coding	PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]
ENSG00000142627.13	402.83334664423785	1.8875257179672509	0.11260242946925735	16.76274416870004	4.5703369321194875e-63	4.3807525853056416e-61	631.933197871382	663.2784034197527	608.4082243909933	190.03305246640562	154.75864449967182	168.58855721722153	protein_coding	EPHA2	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]
ENSG00000188613.7	83.02731315344901	1.8419231276388344	0.23255624758873533	7.920333883681284	2.3687364375939665e-15	2.2386938163700006e-14	137.15591915214884	123.18027492081123	129.22779339777685	34.98120866297019	43.16397567677921	30.454707110207764	protein_coding	NANOS1	nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]
ENSG00000127588.5	22.520332310357364	1.8349434110503156	0.4396282481379629	4.173852382830684	2.994918482501737e-5	9.943359888023727e-5	37.590881545403754	36.95408247624337	31.12786264326012	12.290694935638175	7.3694592618891335	9.789012999709637	protein_coding	GNG13	G protein subunit gamma 13 [Source:HGNC Symbol;Acc:HGNC:14131]
ENSG00000129646.16	110.45595688465082	1.8341209566207495	0.20776625611031438	8.827809630678983	1.067455418010286e-18	1.2799573537346502e-17	175.76277046905	188.56057468647256	152.80950752145878	41.599275166775364	45.26953546589039	58.73407799825783	protein_coding	QRICH2	glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326]
ENSG00000204839.9	231.81509688056897	1.8288517879854185	0.15082277353389548	12.125833155921958	7.707236316337344e-34	2.2926813318024192e-32	372.86090613954536	360.06541899929437	353.72571185522867	127.63413971624259	86.32795135355842	90.27645321954444	protein_coding	MROH6	maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814]
ENSG00000151715.8	157.70920459723996	1.8273639320763921	0.1875808311667701	9.741741310719329	2.0009575436707613e-22	3.206488001869926e-21	247.8966242453653	235.9376035021692	255.6257811007119	94.54380719721672	58.95567409511307	53.29573744286358	protein_coding	TMEM45B	transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]
ENSG00000125148.7	1465.4432159627738	1.8108159081612398	0.06487482371705687	27.912459786540285	1.8836309576719753e-171	2.6590019555209486e-168	2273.7403486111784	2299.680978713914	2269.504167263147	672.206469172211	605.3484393694646	672.1788926467285	protein_coding	MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
ENSG00000081985.14	11.476505829555439	1.8066629943025592	0.6395571960956015	2.824865399579521	0.004730048148139119	0.010926537882223183	23.367304744440172	19.898352102592582	10.375954214420041	5.672628431833004	7.3694592618891335	2.1753362221576973	protein_coding	IL12RB2	interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]
ENSG00000150556.17	46.68219394913747	1.7745058543451258	0.32888632361636627	5.3954990734580415	6.833334530269728e-8	3.1523475515754113e-7	87.37340034877629	77.69832725774246	51.8797710721002	25.526827943248517	13.686138629222677	23.92869844373467	protein_coding	LYPD6B	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]
ENSG00000258311.5	25.011872510096758	1.7672000444762963	0.42894182785249974	4.119906079861215	3.7902686706948735e-5	1.2406258836119308e-4	48.766549031875144	31.268839018359774	35.8442054679965	9.454380719721673	8.422239156444723	16.31502166618273	protein_coding		novel protein
ENSG00000197616.13	1440.7310423782212	1.7648161446914508	0.06531843440273687	27.018653475526417	8.923588093219526e-161	1.0658882762424062e-157	2176.207250547428	2328.1071960033323	2174.234042203472	643.843327013046	674.8319124101336	647.162526091915	protein_coding	MYH6	myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]
ENSG00000184709.7	9.601178345288535	1.7510429542116572	0.6938849905779094	2.5235348479771593	0.01161815447933778	0.024585268840986243	14.223576800963583	19.898352102592582	10.375954214420041	6.618066503805171	1.0527798945555904	5.438340555394244	protein_coding	LRRC26	leucine rich repeat containing 26 [Source:HGNC Symbol;Acc:HGNC:31409]
ENSG00000166823.6	39.94358747616196	1.7399138398677043	0.32962917140365006	5.278397638348212	1.3031843024620777e-7	5.824941234493708e-7	56.89430720385433	59.69505630777775	67.91533667620389	18.908761439443346	22.1083777856674	14.139685444025032	protein_coding	MESP1	mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658]
ENSG00000175093.5	143.69133219378998	1.7247444769273779	0.17533959775800434	9.836594237587969	7.831722615290354e-23	1.2937339230875383e-21	226.56125904391993	219.82941370483235	216.00850137292628	74.68960768580122	66.3251333570022	58.73407799825783	protein_coding	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]
ENSG00000198959.12	5031.4451005275105	1.7078717057705044	0.06083810455244296	28.072401636022445	2.1286991041589693e-173	3.672715521042275e-170	7385.084269014592	7800.154024216293	7931.945362641647	2638.717658874319	2216.101678039518	2216.6676103786936	protein_coding	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]
ENSG00000007237.19	12.571547383510593	1.7053755285306782	0.6283593154356181	2.7140132829070973	0.0066473500805336976	0.014873206347338222	26.415214058932367	14.213108644708988	16.978834169050973	1.8908761439443347	11.580578840111496	4.350672444315395	protein_coding	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]
ENSG00000128567.17	2089.121789657523	1.7005761858175161	0.1317106588896658	12.911454548580545	3.879036669290549e-38	1.4409971626972162e-36	3376.067550685856	3233.0084463831377	2977.8988595385517	1143.9800670863224	939.0796659435867	864.6961483076847	protein_coding	PODXL	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
ENSG00000286025.2	9.438702033729992	1.6890354849289517	0.7084545783078013	2.384112597540613	0.017120363183691784	0.03496580290889991	8.12775817197919	22.74097383153438	12.262491344314594	3.7817522878886694	2.105559789111181	7.613676777551941	protein_coding	FAM246C	family with sequence similarity 246 member C (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:54842]
ENSG00000158055.17	1511.0030651955747	1.6840850498089583	0.07902638706521814	21.310414310338302	9.088756594204984e-101	2.767259066565e-98	2452.5510283947206	2226.7203543377414	2237.4330360549397	809.2949896081752	623.2456975769096	716.7732852009613	protein_coding	GRHL3	grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839]
ENSG00000273802.3	8.572890856102186	1.6737585710410707	0.7191778389454165	2.32732222880425	0.01994812154314462	0.04002512357177279	20.319395429947974	11.37048691576719	7.546148519578211	4.7271903598608365	4.211119578222362	3.263004333236546	protein_coding	H2BC8	H2B clustered histone 8 [Source:HGNC Symbol;Acc:HGNC:4746]
ENSG00000161544.10	329.69543565178367	1.6712824240727402	0.12397313770419416	13.481004474215213	2.02333329376057e-41	8.679093752904457e-40	443.97879014436324	521.1473169726629	540.4928877147894	165.45166259512928	152.65308471056062	154.44887177319652	protein_coding	CYGB	cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]
ENSG00000115828.17	19.677373764094618	1.65820236200989	0.46743068657303993	3.547482888141068	3.8893101587379644e-4	0.0010930897401788798	27.431183830429767	35.059001323615504	27.354788383471014	13.236133007610341	7.3694592618891335	7.613676777551941	protein_coding	QPCT	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]
ENSG00000132972.19	52.318555121824886	1.6461846158340072	0.3359405079414026	4.9002266083408665	9.572617889620033e-7	3.8749637797189744e-6	82.29355149128929	82.43603013931214	73.57494806588755	37.81752287888669	8.422239156444723	29.367038999128916	protein_coding	RNF17	ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]
ENSG00000116133.13	830.0693962980572	1.6312023553403956	0.09546241081322628	17.087378596920928	1.8427331353569433e-65	1.987080564293237e-63	1193.7644815094436	1313.2912387711106	1260.2068027695611	482.1734167058053	358.99794404345636	371.98249398896627	protein_coding	DHCR24	24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]
ENSG00000188385.13	50.257294138134036	1.6179956445357284	0.29788829361141267	5.431551622657453	5.586614942552581e-8	2.602728977736468e-7	87.37340034877629	80.54094898668427	59.42591959167841	21.745075655359848	25.26671746933417	27.191702776971216	protein_coding	JAKMIP3	Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]
ENSG00000130164.14	1494.0849824327233	1.6054609885622726	0.06861123414653446	23.39938945178359	4.335181583342139e-121	1.8699083229482424e-118	2122.360852658066	2410.5432261426445	2214.794590496205	768.641152513372	707.4680891413568	740.7019836446959	protein_coding	LDLR	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]
ENSG00000187068.3	19.806399762458287	1.6047097366297793	0.46665416936141485	3.43875581102322	5.843941102969676e-4	0.0015931305731550762	24.383274515937572	29.37375786573191	35.8442054679965	13.236133007610341	9.475019051000315	6.526008666473092	protein_coding	C3orf70	chromosome 3 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:33731]
ENSG00000134853.12	12.146609048159878	1.6016093566289864	0.6160715184265276	2.59971335912357	0.009330165818108329	0.020152846685712357	16.25551634395838	24.636054984162246	14.149028474209146	10.399818791693841	5.263899472777952	2.1753362221576973	protein_coding	PDGFRA	platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]
ENSG00000165905.18	1707.788235490291	1.576112389426293	0.0650123578127088	24.243273778299887	7.785597222362357e-130	4.168784609270437e-127	2532.812640343015	2679.6447498158013	2462.8742230773387	918.9658059569466	845.3822553281392	807.0497384205057	protein_coding	LARGE2	LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]
ENSG00000288675.1	33.325701954705224	1.5678074116915786	0.3536161434060986	4.433642074680631	9.265440050193779e-6	3.3051631771056516e-5	54.86236766085953	51.16719112095236	43.39035398757471	14.18157107958251	18.95003810200063	17.40268977726158	protein_coding	PANO1	proapoptotic nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:51237]
ENSG00000007171.19	71.96718786798287	1.5613152077515404	0.25952187060411197	6.016121894147608	1.7864507275541238e-9	9.819471468127588e-9	135.12397960915405	102.33438224190472	84.89417084525488	30.254018303109355	38.95285609855685	40.2437201099174	protein_coding	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]
ENSG00000277161.2	800.7473743009449	1.5438026333358446	0.0786945224070775	19.617663162754013	1.0926167377567e-85	2.175147782549492e-83	1193.7644815094436	1169.2650711713927	1214.929911652092	415.9927516677536	420.0591779276806	390.47285187730665	protein_coding	PIGW	phosphatidylinositol glycan anchor biosynthesis class W [Source:HGNC Symbol;Acc:HGNC:23213]
ENSG00000124107.5	49.61097121118495	1.5407440139134407	0.2928421959802615	5.261345649850583	1.430049092377371e-7	6.368168140646921e-7	69.08594446182312	74.85570552880067	77.34802232567667	22.690513727332014	21.05559789111181	32.63004333236546	protein_coding	SLPI	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]
ENSG00000165072.10	535.9510874817572	1.5310651273896163	0.10629465816647858	14.403970564463021	4.885428381840417e-47	2.680598300820424e-45	760.9613588515517	810.1471927484123	818.7571143742359	310.1036876068709	224.24211754034079	291.49505376913146	protein_coding	MAMDC2	MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]
ENSG00000150672.19	153.69864979232364	1.529982828290753	0.17295931671432185	8.845911612947898	9.078409631512362e-19	1.0987493745761805e-17	201.16201475648495	224.56711658640202	259.398855360501	84.14398840552289	78.95849209166929	73.9614315533617	protein_coding	DLG2	discs large MAGUK scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:2901]
ENSG00000123843.13	34.93716190105306	1.5203785161975543	0.37253548265476166	4.081164310478657	4.481066176489915e-5	1.45053149027591e-4	31.49506291641936	70.11800264723101	53.766308201994754	18.908761439443346	16.844478312889446	18.490357888340426	protein_coding	C4BPB	complement component 4 binding protein beta [Source:HGNC Symbol;Acc:HGNC:1328]
ENSG00000172322.14	14.383636332550196	1.5117546921053648	0.5337895646374414	2.8321173590798336	0.004624087346184205	0.010702463602854128	23.367304744440172	17.055730373650785	23.58171412368191	9.454380719721673	6.316679367333543	6.526008666473092	protein_coding	CLEC12A	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]
ENSG00000103184.12	17.1381261831754	1.5101168085119194	0.511979559915415	2.9495646442631585	0.003182219927666255	0.007595067789240948	34.54297223091156	20.845892678906516	20.751908428840082	7.563504575777339	13.686138629222677	5.438340555394244	protein_coding	SEC14L5	SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]
ENSG00000185972.6	146.21159043423913	1.5096982584410794	0.18435685677676925	8.188999773787183	2.634060357915157e-16	2.673313022072324e-15	197.09813567049537	204.66876448380944	247.1363640161864	66.18066503805171	94.75019051000315	67.43542288688862	protein_coding	CCIN	calicin [Source:HGNC Symbol;Acc:HGNC:1568]
ENSG00000113494.17	29.8674068167878	1.5074536999411972	0.39114761751801974	3.8539253019270925	1.1623907241774449e-4	3.53705725358169e-4	39.62282108839855	39.796704205185165	52.82303963704748	10.399818791693841	12.633358734667086	23.92869844373467	protein_coding	PRLR	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]
ENSG00000128656.15	94.07959052268103	1.4996666117655943	0.21906130974603658	6.845876222981578	7.600917908613125e-12	5.27141819048435e-11	132.07607029466183	149.71141105760134	135.83067335240779	62.39891275016304	44.2167555713348	40.2437201099174	protein_coding	CHN1	chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]
